Resource Type,Metric,Metric Display Name,Unit,Aggregation Type,Description,Enable for monitoring,Alert Type,Tag Name,Threshold,Threshold Sensitivity,Operator,Eval Frequency,Window Size,Failing Periods,Evaluation Periods,Aggregation Time,Alert Name,Alert Description,Severity
Microsoft.Compute/virtualmachineScaleSets,Data Disk Max Burst IOPS,Data Disk Max Burst IOPS,Count,Average,Maximum IOPS Data Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Queue Depth,Data Disk Queue Depth,Count,Average,Data Disk Queue Depth(or Queue Length),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Read Bytes/sec,Data Disk Read Bytes/Sec,BytesPerSecond,Average,Bytes/Sec read from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Read Operations/Sec,Data Disk Read Operations/Sec,CountPerSecond,Average,Read IOPS from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Target Bandwidth,Data Disk Target Bandwidth,Count,Average,Baseline bytes per second throughput Data Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Target IOPS,Data Disk Target IOPS,Count,Average,Baseline IOPS Data Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Used Burst BPS Credits Percentage,Data Disk Used Burst BPS Credits Percentage,Percent,Average,Percentage of Data Disk burst bandwidth credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Used Burst IO Credits Percentage,Data Disk Used Burst IO Credits Percentage,Percent,Average,Percentage of Data Disk burst I/O credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Write Bytes/sec,Data Disk Write Bytes/Sec,BytesPerSecond,Average,Bytes/Sec written to a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Data Disk Write Operations/Sec,Data Disk Write Operations/Sec,CountPerSecond,Average,Write IOPS from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Disk Read Bytes,Disk Read Bytes,Bytes,Total (Sum),Bytes read from disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Disk Read Operations/Sec,Disk Read Operations/Sec,CountPerSecond,Average,Disk Read IOPS,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Disk Write Bytes,Disk Write Bytes,Bytes,Total (Sum),Bytes written to disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Disk Write Operations/Sec,Disk Write Operations/Sec,CountPerSecond,Average,Disk Write IOPS,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Inbound Flows,Inbound Flows,Count,Average,Inbound Flows are number of current flows in the inbound direction (traffic going into the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Inbound Flows Maximum Creation Rate,Inbound Flows Maximum Creation Rate,CountPerSecond,Average,The maximum creation rate of inbound flows (traffic going into the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Network In,Network In Billable (Deprecated),Bytes,Total (Sum),The number of billable bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic) (Deprecated),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Network In Total,Network In Total,Bytes,Total (Sum),The number of bytes received on all network interfaces by the Virtual Machine(s) (Incoming Traffic),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Network Out,Network Out Billable (Deprecated),Bytes,Total (Sum),The number of billable bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic) (Deprecated),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Network Out Total,Network Out Total,Bytes,Total (Sum),The number of bytes out on all network interfaces by the Virtual Machine(s) (Outgoing Traffic),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Bandwidth Consumed Percentage,OS Disk Bandwidth Consumed Percentage,Percent,Average,Percentage of operating system disk bandwidth consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk IOPS Consumed Percentage,OS Disk IOPS Consumed Percentage,Percent,Average,Percentage of operating system disk I/Os consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Latency,OS Disk Latency,Milliseconds,Average,Average time to complete each IO during monitoring period for OS Disk. Values are in milliseconds.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Max Burst Bandwidth,OS Disk Max Burst Bandwidth,Count,Average,Maximum bytes per second throughput OS Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Max Burst IOPS,OS Disk Max Burst IOPS,Count,Average,Maximum IOPS OS Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Queue Depth,OS Disk Queue Depth,Count,Average,OS Disk Queue Depth(or Queue Length),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Read Bytes/sec,OS Disk Read Bytes/Sec,BytesPerSecond,Average,Bytes/Sec read from a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Read Operations/Sec,OS Disk Read Operations/Sec,CountPerSecond,Average,Read IOPS from a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Target Bandwidth,OS Disk Target Bandwidth,Count,Average,Baseline bytes per second throughput OS Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Target IOPS,OS Disk Target IOPS,Count,Average,Baseline IOPS OS Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Used Burst BPS Credits Percentage,OS Disk Used Burst BPS Credits Percentage,Percent,Average,Percentage of OS Disk burst bandwidth credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Used Burst IO Credits Percentage,OS Disk Used Burst IO Credits Percentage,Percent,Average,Percentage of OS Disk burst I/O credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Write Bytes/sec,OS Disk Write Bytes/Sec,BytesPerSecond,Average,Bytes/Sec written to a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,OS Disk Write Operations/Sec,OS Disk Write Operations/Sec,CountPerSecond,Average,Write IOPS from a single disk during monitoring period for OS disk,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Outbound Flows,Outbound Flows,Count,Average,Outbound Flows are number of current flows in the outbound direction (traffic going out of the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Outbound Flows Maximum Creation Rate,Outbound Flows Maximum Creation Rate,CountPerSecond,Average,The maximum creation rate of outbound flows (traffic going out of the VM),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Percentage CPU,Percentage CPU,Percent,Average,The percentage of allocated compute units that are currently in use by the Virtual Machine(s),,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Premium Data Disk Cache Read Hit,Premium Data Disk Cache Read Hit,Percent,Average,Premium Data Disk Cache Read Hit,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Premium Data Disk Cache Read Miss,Premium Data Disk Cache Read Miss,Percent,Average,Premium Data Disk Cache Read Miss,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Premium OS Disk Cache Read Hit,Premium OS Disk Cache Read Hit,Percent,Average,Premium OS Disk Cache Read Hit,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Premium OS Disk Cache Read Miss,Premium OS Disk Cache Read Miss,Percent,Average,Premium OS Disk Cache Read Miss,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Temp Disk Latency,Temp Disk Latency (Preview),Milliseconds,Average,Average time to complete each IO during monitoring period for Temp Disk. Values are in milliseconds.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Temp Disk Queue Depth,Temp Disk Queue Depth,Count,Average,Temp Disk Queue Depth(or Queue Length).,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Temp Disk Read Bytes/sec,Temp Disk Read Bytes/Sec,BytesPerSecond,Average,Bytes/Sec read from a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Temp Disk Read Operations/Sec,Temp Disk Read Operations/Sec,CountPerSecond,Average,Read IOPS from a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Temp Disk Write Bytes/sec,Temp Disk Write Bytes/Sec,BytesPerSecond,Average,Bytes/Sec written to a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,Temp Disk Write Operations/Sec,Temp Disk Write Operations/Sec,CountPerSecond,Average,Write IOPS from a single disk during monitoring period for Temp Disk.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Cached Bandwidth Consumed Percentage,VM Cached Bandwidth Consumed Percentage,Percent,Average,Percentage of cached disk bandwidth consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Cached IOPS Consumed Percentage,VM Cached IOPS Consumed Percentage,Percent,Average,Percentage of cached disk IOPS consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Local Used Burst BPS Credits Percentage,VM Cached Used Burst BPS Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Cached Burst BPS Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Local Used Burst IO Credits Percentage,VM Cached Used Burst IO Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Cached Burst IO Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Remote Used Burst BPS Credits Percentage,VM Uncached Used Burst BPS Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Uncached Burst BPS Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Remote Used Burst IO Credits Percentage,VM Uncached Used Burst IO Credits Percentage,Percent,"Average, Minimum, Maximum",Percentage of Uncached Burst IO Credits used by the VM.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Uncached Bandwidth Consumed Percentage,VM Uncached Bandwidth Consumed Percentage,Percent,Average,Percentage of uncached disk bandwidth consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VM Uncached IOPS Consumed Percentage,VM Uncached IOPS Consumed Percentage,Percent,Average,Percentage of uncached disk IOPS consumed by the VM. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualmachineScaleSets,VmAvailabilityMetric,VM Availability Metric (Preview),Count,"Average, Minimum, Maximum",Measure of Availability of Virtual machines over time.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Available Memory Bytes,Available Memory Bytes,Bytes,Average,Amount of physical memory in bytes immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Available Memory Percentage,Available Memory Percentage,Percent,Average,Amount of physical memory in percentage immediately available for allocation to a process or for system use in the Virtual Machine,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,CPU Credits Consumed,CPU Credits Consumed,Count,Average,Total number of credits consumed by the Virtual Machine. Only available on B-series burstable VMs,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,CPU Credits Remaining,CPU Credits Remaining,Count,Average,Total number of credits available to burst. Only available on B-series burstable VMs,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Bandwidth Consumed Percentage,Data Disk Bandwidth Consumed Percentage,Percent,Average,Percentage of data disk bandwidth consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk IOPS Consumed Percentage,Data Disk IOPS Consumed Percentage,Percent,Average,Percentage of data disk I/Os consumed per minute. Only available on VM series that support premium storage.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Latency,Data Disk Latency,Milliseconds,Average,Average time to complete each IO during monitoring period for Data Disk. Values are in milliseconds.,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Max Burst Bandwidth,Data Disk Max Burst Bandwidth,Count,Average,Maximum bytes per second throughput Data Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Max Burst IOPS,Data Disk Max Burst IOPS,Count,Average,Maximum IOPS Data Disk can achieve with bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Queue Depth,Data Disk Queue Depth,Count,Average,Data Disk Queue Depth(or Queue Length),,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Read Bytes/sec,Data Disk Read Bytes/Sec,BytesPerSecond,Average,Bytes/Sec read from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Read Operations/Sec,Data Disk Read Operations/Sec,CountPerSecond,Average,Read IOPS from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Target Bandwidth,Data Disk Target Bandwidth,Count,Average,Baseline bytes per second throughput Data Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Target IOPS,Data Disk Target IOPS,Count,Average,Baseline IOPS Data Disk can achieve without bursting,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Used Burst BPS Credits Percentage,Data Disk Used Burst BPS Credits Percentage,Percent,Average,Percentage of Data Disk burst bandwidth credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Used Burst IO Credits Percentage,Data Disk Used Burst IO Credits Percentage,Percent,Average,Percentage of Data Disk burst I/O credits used so far,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Write Bytes/sec,Data Disk Write Bytes/Sec,BytesPerSecond,Average,Bytes/Sec written to a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Data Disk Write Operations/Sec,Data Disk Write Operations/Sec,CountPerSecond,Average,Write IOPS from a single disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Disk Read Bytes,Disk Read Bytes,Bytes,Total (Sum),Bytes read from disk during monitoring period,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Disk Read Operations/Sec,Disk Read Operations/Sec,CountPerSecond,Average,Disk Read IOPS,,,,,,,,,,,,,,
Microsoft.Compute/virtualMachineScaleSets/virtualMachines,Disk Write Bytes,Disk Write Bytes,Bytes,Total (Sum),Bytes written to disk during monitoring period,,,,,,,,,,,,,,
